Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,IC50_nM,pIC50,Smiles
CHEMBL5271049,IC50,'=',211.0,nM,6.68,CHEMBL5246637,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5244269,211.0,6.68,Cn1cc(Nc2nc(N[C@@H]3CCOC3)c3nc(CC#N)ccc3n2)cn1
CHEMBL3590517,IC50,'=',6.0,nM,8.22,CHEMBL3592269,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3588771,6.0,8.22,Cn1cc(NC(=O)c2cnn3ccc(N4CC[C@H](F)[C@@H](N)C4)nc23)c(C(F)(F)F)n1
CHEMBL4113995,IC50,'=',2.0,nM,8.7,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,2.0,8.7,N[C@H]1CCCC[C@H]1Nc1cccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc12
CHEMBL4115627,IC50,'=',1.5,nM,8.82,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.5,8.82,CC(C)Nc1cc(-n2ccc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4112199,IC50,'=',330.0,nM,6.48,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,330.0,6.48,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cc(C3CC3)ccc2s1
CHEMBL3622514,IC50,'=',43.0,nM,7.37,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,43.0,7.37,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL5271317,IC50,'=',14.0,nM,7.85,CHEMBL5260512,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257151,14.0,7.85,CCc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1
CHEMBL4107511,IC50,'=',1.9,nM,8.72,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.9,8.72,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1Nc1cccc(S(N)(=O)=O)c1
CHEMBL3353220,IC50,'=',8.0,nM,8.1,CHEMBL3380177,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351266,8.0,8.1,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)CCN)nc12
CHEMBL4114030,IC50,'=',5.2,nM,8.28,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,5.2,8.28,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@H](NC(=O)C2CC2)CC1
CHEMBL3924734,IC50,'=',314.0,nM,6.5,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,314.0,6.5,O=C(Nc1cc(Cl)ccc1N1CCCCC1)c1cnn2cccnc12
CHEMBL5196239,IC50,'=',0.2,nM,9.7,CHEMBL5142857,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5137104,0.2,9.7,COc1cc2nn([C@H]3CC[C@H](N(C)C(=O)[C@@H](C)O)CC3)cc2cc1C(=O)Nc1cnc2cccnn12
CHEMBL3920482,IC50,'=',3.5,nM,8.46,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,3.5,8.46,CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1
CHEMBL3753450,IC50,'=',430.0,nM,6.37,CHEMBL3757421,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3751828,430.0,6.37,CC(=O)Nc1cn2cc(-c3cnc(N)c(OC(C)C(F)(F)F)n3)ccc2n1
CHEMBL3954452,IC50,'=',2.5,nM,8.6,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.5,8.6,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCc1ccncc1
CHEMBL3929903,IC50,'=',361.0,nM,6.44,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,361.0,6.44,O=C(Nc1cc(Cl)ccc1OC1CCC(O)C1)c1cnn2cccnc12
CHEMBL4796558,IC50,'=',3.6,nM,8.44,CHEMBL4672980,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4665913,3.6,8.44,O=C(Nc1cc2oc(N3CCOCC3)nc2nc1N1CCCCC1)c1coc(N2CC[C@H](O)C2)n1
CHEMBL4108414,IC50,'=',220.0,nM,6.66,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,220.0,6.66,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ncc(F)cn1
CHEMBL3910846,IC50,'=',7.1,nM,8.15,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,7.1,8.15,CCOCCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1
CHEMBL4108001,IC50,'=',6.5,nM,8.19,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,6.5,8.19,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1Nc1cnn(C2CCOCC2)c1
CHEMBL3634616,IC50,'=',0.4,nM,9.4,CHEMBL3637446,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3632465,0.4,9.4,Cn1cc(NC(=O)c2csc3ncc(N[C@@H]4CCCC[C@@H]4N)nc23)c(C#N)n1
CHEMBL5179113,IC50,'=',12.0,nM,7.92,CHEMBL5105899,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5104140,12.0,7.92,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2
CHEMBL4115090,IC50,'=',13.9,nM,7.86,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,13.9,7.86,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@@H]1CCNC1
CHEMBL3590438,IC50,'=',2.0,nM,8.7,CHEMBL3592269,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3588771,2.0,8.7,Cn1cc(NC(=O)c2cnn3ccc(NCCN)nc23)c(C(N)=O)n1
CHEMBL4112662,IC50,'=',8.5,nM,8.07,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,8.5,8.07,CC(C)(CN)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3934248,IC50,'=',2.8,nM,8.55,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,2.8,8.55,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(C(=O)N2CCC(O)C2)s1
CHEMBL3634379,IC50,'=',5.0,nM,8.3,CHEMBL3637446,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3632465,5.0,8.3,Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCC[C@@H]4N)nn23)c(C(F)(F)F)n1
CHEMBL3939893,IC50,'=',23.0,nM,7.64,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,23.0,7.64,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(C(=O)N2CCC(N)CC2)o1
CHEMBL3928663,IC50,'=',2144.0,nM,5.67,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2144.0,5.67,COc1ccc(Br)cc1NC(=O)c1cnn2cccnc12
CHEMBL259213,IC50,'=',7300.0,nM,5.14,CHEMBL936449,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1143094,7300.0,5.14,Cc1ccccc1NC(=O)c1csc(-c2cccnc2)n1
CHEMBL5076447,IC50,'=',3.0,nM,8.52,CHEMBL5038453,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5036378,3.0,8.52,Cc1cnc(Nc2cccc(C(=O)N3CCCC3)c2)nc1N[C@H]1[C@@H](C(N)=O)[C@@H]2C=C[C@H]1C2
CHEMBL256963,IC50,'=',6.0,nM,8.22,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,6.0,8.22,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1
CHEMBL4108543,IC50,'=',1.7,nM,8.77,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.7,8.77,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCN(S(C)(=O)=O)CC1
CHEMBL3983893,IC50,'=',103.0,nM,6.99,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,103.0,6.99,NCCCOc1cc2ncccc2cc1NC(=O)c1csc2cncnc12
CHEMBL4112867,IC50,'=',3.0,nM,8.52,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,3.0,8.52,CC(C)(F)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC12CC3CC(CC(O)(C3)C1)C2
CHEMBL4110840,IC50,'=',1.1,nM,8.96,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.1,8.96,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCC(F)C1
CHEMBL5176837,IC50,'=',0.8,nM,9.1,CHEMBL5150846,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5149977,0.8,9.1,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cnn(C)c1
CHEMBL4115045,IC50,'=',4.0,nM,8.4,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,4.0,8.4,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@@](C)(O)CC1
CHEMBL3353197,IC50,'=',1.8,nM,8.74,CHEMBL3380182,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351266,1.8,8.74,CNC(=O)c1nc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)sc1C
CHEMBL3925792,IC50,'=',3769.0,nM,5.42,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,3769.0,5.42,COc1ccc(C)cc1NC(=O)c1cnn2cccnc12
CHEMBL3965756,IC50,'=',16.0,nM,7.8,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,16.0,7.8,CCOP(=O)(CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C)OCC
CHEMBL3622520,IC50,'=',36.0,nM,7.44,CHEMBL3625600,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3621203,36.0,7.44,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCNC2)c1-c1nc2ccccc2s1
CHEMBL4778959,IC50,'=',220.0,nM,6.66,CHEMBL4689491,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4680358,220.0,6.66,CN1CCC(c2noc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3N[C@H](CO)c3ccccc3)n2)CC1
CHEMBL1650551,IC50,'=',640.0,nM,6.19,CHEMBL1656203,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1649074,640.0,6.19,Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1
CHEMBL3735401,IC50,'=',465.0,nM,6.33,CHEMBL3748848,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3745656,465.0,6.33,CCc1cc2c(cc1-c1cnn(CC(=O)N(C)C)c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
CHEMBL388978,IC50,'=',4.21,nM,8.38,CHEMBL4328455,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4325871,4.21,8.38,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL4089544,IC50,'=',16.0,nM,7.8,CHEMBL4022135,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4020773,16.0,7.8,COc1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1
CHEMBL4106447,IC50,'=',1.9,nM,8.72,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.9,8.72,CC(C)Nc1cc(-n2ccc3cnc(NCC(C)(C)O)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4110996,IC50,'=',24.0,nM,7.62,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,24.0,7.62,CN1CCC2(CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)C2)C1
CHEMBL4761337,IC50,'=',47.0,nM,7.33,CHEMBL4678083,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4673322,47.0,7.33,CC(C)(O)c1cc2nn(C[C@@H]3CCC(=O)N3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1
CHEMBL4108791,IC50,'=',8.0,nM,8.1,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,8.0,8.1,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cc(Cl)ccc2s1
CHEMBL4111657,IC50,'=',57.0,nM,7.24,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,57.0,7.24,O=c1[nH]c(N2CCOC(CCO)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4288880,IC50,'=',446.0,nM,6.35,CHEMBL4266468,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4265877,446.0,6.35,CN(C)[C@H]1CC[C@H](Nc2ncnc3ccn(C4CCOCC4)c23)CC1
CHEMBL3911745,IC50,'=',4.6,nM,8.34,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,4.6,8.34,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](C)(O)CC1
CHEMBL436653,IC50,'=',3.0,nM,8.52,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,3.0,8.52,Clc1ccc2ncn(-c3cccc(NC4CCNCC4)n3)c2c1
CHEMBL4791469,IC50,'=',104.0,nM,6.98,CHEMBL4672980,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4665913,104.0,6.98,N[C@H]1CCN(c2cccc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCCC3)n2)C1
CHEMBL3403429,IC50,'=',6850.0,nM,5.16,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,6850.0,5.16,CCc1nc(N)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL4109283,IC50,'=',27.0,nM,7.57,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,27.0,7.57,O=c1[nH]c(N2CCN(c3ccccc3Cl)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL258025,IC50,'=',8100.0,nM,5.09,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,8100.0,5.09,CN(C)CCCNc1cccc(-c2cnc3ccccn23)n1
CHEMBL3969867,IC50,'=',4133.0,nM,5.38,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,4133.0,5.38,COc1ccc(Cl)cc1NC(=O)c1csc2cnc(N(C)CCO)nc12
CHEMBL3900602,IC50,'=',5.3,nM,8.28,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,5.3,8.28,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(C[SH](=O)=O)CC1
CHEMBL3822972,IC50,'=',18.0,nM,7.75,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,18.0,7.75,COc1cc2ncccc2cc1NC(=O)c1csc2cncnc12
CHEMBL3353201,IC50,'=',2.2,nM,8.66,CHEMBL3380186,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351266,2.2,8.66,Cc1cc(Nc2ncc(-c3nc4ccccc4s3)c(NC3C[C@H](C(C)(C)O)[C@@H](O)[C@H]3O)n2)cc(C)n1
CHEMBL4115545,IC50,'=',15.2,nM,7.82,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,15.2,7.82,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCc1cocn1
CHEMBL4793479,IC50,'=',19.0,nM,7.72,CHEMBL4689491,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4680358,19.0,7.72,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)c1ccccc1
CHEMBL3962215,IC50,'=',596.0,nM,6.22,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,596.0,6.22,COc1cc2cc[nH]c2cc1NC(=O)c1csc2cncnc12
CHEMBL4114010,IC50,'=',2.8,nM,8.55,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.8,8.55,CC[C@@H](C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3353192,IC50,'=',3.6,nM,8.44,CHEMBL3380182,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351266,3.6,8.44,Cc1cc(C#N)cnc1Nc1cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn1
CHEMBL255439,IC50,'=',3030.0,nM,5.52,CHEMBL921622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1145577,3030.0,5.52,c1cc(NCC2CCNCC2)nc(-c2cnc3ccccn23)c1
CHEMBL3622518,IC50,'=',19.0,nM,7.72,CHEMBL3625600,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3621203,19.0,7.72,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4070515,IC50,'=',2.7,nM,8.57,CHEMBL4015944,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4014327,2.7,8.57,COc1cc2c(OC[C@H]3NC(=O)C[C@H]3C)nccc2cc1C(N)=O
CHEMBL3923791,IC50,'=',3.6,nM,8.44,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,3.6,8.44,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCc1ccc(N(C[SH](=O)=O)S(C)(=O)=O)cc1
CHEMBL4109670,IC50,'=',6.1,nM,8.21,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,6.1,8.21,CC(F)CCNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL5288931,IC50,'=',3.0,nM,8.52,CHEMBL5246637,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5244269,3.0,8.52,Cc1ncc(-c2nc3c(OC4(C)CC4)nc(Nc4cnn(C5CCN(C)CC5)c4)nc3cc2F)cn1
CHEMBL3901315,IC50,'=',5.0,nM,8.3,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,5.0,8.3,C[C@H]1C[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)[C@H](O)[C@@H]1O
CHEMBL4747510,IC50,'=',41.0,nM,7.39,CHEMBL4678083,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4673322,41.0,7.39,COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(C3CCNCC3)nc12
CHEMBL4109597,IC50,'=',1.9,nM,8.72,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,1.9,8.72,CC(C)Nc1cc(-n2cnc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3913330,IC50,'=',10.0,nM,8.0,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,10.0,8.0,COC1CCN(c2ccc(NC(=O)c3cnc(-n4ncc5cc(C#N)cnc54)cc3NC(C)C)nc2)CC1
CHEMBL4112117,IC50,'=',5.8,nM,8.24,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,5.8,8.24,CC(=O)N1CC(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1
CHEMBL4113524,IC50,'=',8.7,nM,8.06,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,8.7,8.06,CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)F
CHEMBL5287520,IC50,'=',34.0,nM,7.47,CHEMBL5260512,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257151,34.0,7.47,Cc1cc(-c2nc(C(=O)Nc3cn(CC4CCOC4)nc3C(N)=O)co2)ccn1.Cl
CHEMBL4108284,IC50,'=',170.0,nM,6.77,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,170.0,6.77,O=c1[nH]c(C2CCN(S(=O)(=O)C3CC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL3933884,IC50,'=',2253.0,nM,5.65,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,2253.0,5.65,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(CO)cnc12
CHEMBL2018055,IC50,'=',170.0,nM,6.77,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,170.0,6.77,Nc1nc(Cl)c(-c2nc3ccccc3s2)c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)n1
CHEMBL4109034,IC50,'=',2.6,nM,8.59,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,2.6,8.59,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(Cl)cnc32)cc1Nc1cnn(CCCF)c1
